Name,First Name,Last Name,Sex,SSN,DOB,Birthday,Age,Zip,Education,Marital Status,Occupation,Salary
Kyle Garcia,Kyle,Garcia,Male,241-74-6646,07/06/61,07/06,63,68123,Masters degree,Divorce,Geochemist,Over 200k
Nicholas Barton,Nicholas,Barton,Male,500-41-8466,10/18/05,10/18,18,15223,High school/GED,Married,Engineer/ mining,Over 200k
Laurie Jones,Laurie,Jones,Female,637-04-4836,11/23/67,11/23,56,46167,Bachelors degree,Never married,Adult nurse,25k to 50k
Miranda Thompson,Miranda,Thompson,Female,784-64-6349,02/21/92,02/21,32,14274,Associate degree,Never married,Adult guidance worker,Under 25k
Jennifer Wright,Jennifer,Wright,Female,008-81-9621,02/08/70,02/08,54,71798,Associate degree,Married,Colour technologist,Over 200k
Kimberly Ellis,Kimberly,Ellis,Female,141-77-1204,09/02/02,09/02,22,79609,Associate degree,Never married,Statistician,50k to 100k
Sherry Meyer,Sherry,Meyer,Female,067-47-3326,04/10/95,04/10,29,90706,Masters degree,Married,Armed forces operational officer,25k to 50k
Michele Fox,Michele,Fox,Female,036-31-8123,08/16/03,08/16,21,99787,Masters degree,Married,Medical sales representative,100k to 200k
Rachel Bell,Rachel,Bell,Female,284-36-9441,04/18/72,04/18,52,67065,No degree,Married,Diagnostic radiographer,Under 25k
Rachel Ward,Rachel,Ward,Female,458-94-9926,09/13/03,09/13,21,53516,High school/GED,Never married,TEFL teacher,50k to 100k
Aaron Sutton,Aaron,Sutton,Male,529-78-0667,01/15/80,01/15,44,98059,Bachelors degree,Married,Warden/ranger,100k to 200k
Sierra Howard,Sierra,Howard,Female,269-16-9498,08/30/83,08/30,41,99072,No degree,Married,Sales executive,50k to 100k
Abigail Stout,Abigail,Stout,Female,394-75-2910,10/25/71,10/25,52,03042,Bachelors degree,Married,Curator,50k to 100k
Cheryl Wood,Cheryl,Wood,Female,257-36-5670,04/13/96,04/13,28,90009,High school/GED,Married,Medical sales representative,50k to 100k
Isabella Stevens,Isabella,Stevens,Female,029-27-8241,09/08/00,09/08,24,92531,Some college,Divorce,Musician,100k to 200k
Tom Harris,Tom,Harris,Male,662-03-7580,02/23/64,02/23,60,67092,No degree,Married,Financial risk analyst,50k to 100k
Theresa Pruitt,Theresa,Pruitt,Female,772-69-8886,06/12/81,06/12,43,47762,Bachelors degree,Widowed,Sports administrator,50k to 100k
Michael Davis,Michael,Davis,Male,467-47-8495,03/26/89,03/26,35,18829,Bachelors degree,Never married,Equities trader,100k to 200k
Antonio Dyer,Antonio,Dyer,Male,811-75-1412,03/31/05,03/31,19,70276,High school/GED,Married,Sales promotion account executive,Under 25k
Ann Bell,Ann,Bell,Female,754-39-7960,06/09/99,06/09,25,50771,Bachelors degree,Married,Legal secretary,Under 25k
Heather Mitchell,Heather,Mitchell,Female,549-21-7256,12/24/62,12/24,61,45659,Bachelors degree,Widowed,Technical brewer,50k to 100k
Jennifer Thomas,Jennifer,Thomas,Female,445-01-0807,07/16/60,07/16,64,17653,Bachelors degree,Never married,Chiropodist,25k to 50k
Brady Cain,Brady,Cain,Male,095-56-6935,01/06/99,01/06,25,58536,Bachelors degree,Divorce,Careers information officer,50k to 100k
Noah Jones,Noah,Jones,Male,056-56-5605,04/01/95,04/01,29,93390,Masters degree,Separated,Insurance risk surveyor,Over 200k
James Leon,James,Leon,Male,681-23-8545,12/02/91,12/02,32,76198,Some college,Married,Leisure centre manager,Under 25k
Dustin Wallace,Dustin,Wallace,Male,410-75-1379,08/16/60,08/16,64,07155,Associate degree,Married,Embryologist/ clinical,25k to 50k
Dennis Ali,Dennis,Ali,Male,243-21-7272,08/05/85,08/05,39,62151,Some college,Never married,Chief Financial Officer,Over 200k
Christopher Alvarez,Christopher,Alvarez,Male,298-88-9878,06/13/93,06/13,31,08241,High school/GED,Widowed,Accountant/ chartered management,100k to 200k
Kevin Henry,Kevin,Henry,Male,083-76-0787,01/10/03,01/10,21,87186,Some college,Never married,Agricultural consultant,Under 25k
Tracy Flores,Tracy,Flores,Female,193-06-3840,03/18/86,03/18,38,37883,Some college,Married,Conservator/ furniture,50k to 100k
Gina Nguyen,Gina,Nguyen,Female,407-84-5344,11/24/63,11/24,60,93453,High school/GED,Married,Database administrator,25k to 50k
Andrea Young,Andrea,Young,Female,470-47-5889,02/24/05,02/24,19,09468,High school/GED,Married,Scientist/ research (life sciences),25k to 50k
Allison Harvey,Allison,Harvey,Female,252-71-1275,06/04/82,06/04,42,64209,High school/GED,Divorce,Scientist/ biomedical,100k to 200k
Paul Miller,Paul,Miller,Male,056-88-9128,11/10/83,11/10,40,14663,High school/GED,Never married,Astronomer,Over 200k
Breanna Patterson,Breanna,Patterson,Female,810-32-2992,09/26/91,09/26,32,33818,Bachelors degree,Married,Health service manager,50k to 100k
Robert Walker,Robert,Walker,Male,797-71-8484,02/25/04,02/25,20,24661,High school/GED,Married,Community arts worker,50k to 100k
Michael Fox,Michael,Fox,Male,713-48-7218,08/29/77,08/29,47,56085,High school/GED,Married,Archivist,Under 25k
Charles Smith,Charles,Smith,Male,403-70-2557,10/23/69,10/23,54,09523,Bachelors degree,Married,Learning disability nurse,100k to 200k
Shannon Hardy,Shannon,Hardy,Female,814-28-3920,04/10/78,04/10,46,44728,Some college,Married,Chief of Staff,Under 25k
Patrick French,Patrick,French,Male,897-58-4826,11/10/01,11/10,22,16388,High school/GED,Married,Media planner,50k to 100k
Bethany Alvarez,Bethany,Alvarez,Female,571-96-2208,12/03/83,12/03,40,55304,High school/GED,Married,Personnel officer,Under 25k
Kelli Frazier,Kelli,Frazier,Female,082-50-7838,03/22/63,03/22,61,81892,High school/GED,Married,Pensions consultant,Over 200k
Sierra Estrada,Sierra,Estrada,Female,076-01-1449,11/08/61,11/08,62,79805,High school/GED,Married,Therapist/ drama,50k to 100k
Debbie Thomas,Debbie,Thomas,Female,277-74-5043,11/23/05,11/23,18,32791,Bachelors degree,Married,Development worker/ community,Under 25k
Andrew Crawford,Andrew,Crawford,Male,418-28-8645,06/29/81,06/29,43,33277,High school/GED,Divorce,IT consultant,Over 200k
Carrie Wolf,Carrie,Wolf,Female,814-23-1002,02/19/69,02/19,55,32183,Some college,Never married,Chief Marketing Officer,50k to 100k
Eric Osborne,Eric,Osborne,Male,412-92-5205,11/20/62,11/20,61,49544,Some college,Married,Geologist/ engineering,100k to 200k
Victoria Castillo,Victoria,Castillo,Female,368-56-6774,04/02/04,04/02,20,32688,Some college,Divorce,Scientist/ research (maths),25k to 50k
Alex Jones,Alex,Jones,Male,309-68-1467,06/29/83,06/29,41,84825,Associate degree,Married,Clothing/textile technologist,50k to 100k
Christina Webb,Christina,Webb,Female,324-56-0224,01/19/71,01/19,53,86196,Some college,Divorce,Administrator/ charities/voluntary organisations,25k to 50k
Jennifer Blake,Jennifer,Blake,Female,617-02-7539,08/23/04,08/23,20,14374,High school/GED,Married,Chartered legal executive (England and Wales),25k to 50k
Max Jones,Max,Jones,Male,534-76-8504,08/26/89,08/26,35,49591,High school/GED,Never married,Psychologist/ clinical,Under 25k
Laura Navarro,Laura,Navarro,Female,705-91-6621,08/04/60,08/04,64,17028,Bachelors degree,Married,Cabin crew,50k to 100k
Sarah Robinson,Sarah,Robinson,Female,099-18-9813,10/08/95,10/08,28,71414,High school/GED,Never married,Museum/gallery curator,100k to 200k
Carla Curtis,Carla,Curtis,Female,305-92-1415,09/19/00,09/19,23,15434,High school/GED,Divorce,Brewing technologist,50k to 100k
Kelly Cook,Kelly,Cook,Female,642-25-4612,04/08/94,04/08,30,67389,High school/GED,Never married,Ecologist,Under 25k
Annette Sullivan,Annette,Sullivan,Female,058-99-3466,03/24/79,03/24,45,59661,High school/GED,Married,Armed forces operational officer,25k to 50k
Michael Martinez,Michael,Martinez,Male,193-88-8799,01/24/76,01/24,48,61100,Associate degree,Never married,Electrical engineer,Over 200k
Sonya Wilson,Sonya,Wilson,Female,734-83-4468,11/29/04,11/29,19,45909,Some college,Married,Pathologist,50k to 100k
Denise Sullivan,Denise,Sullivan,Female,353-46-1049,01/17/61,01/17,63,18548,Bachelors degree,Never married,Pilot/ airline,Under 25k
Mitchell Thomas,Mitchell,Thomas,Male,365-81-1085,03/16/73,03/16,51,66467,Associate degree,Married,Pharmacologist,Under 25k
Mallory Walker,Mallory,Walker,Female,027-64-6941,01/11/77,01/11,47,96146,High school/GED,Never married,Engineer/ structural,50k to 100k
Debra Perez,Debra,Perez,Female,537-73-9708,11/19/64,11/19,59,91523,No degree,Divorce,Public relations officer,Under 25k
Sheila Chavez,Sheila,Chavez,Female,851-75-4663,01/13/77,01/13,47,99879,Bachelors degree,Divorce,Dance movement psychotherapist,50k to 100k
Rachel Roman,Rachel,Roman,Female,309-18-6358,08/22/67,08/22,57,64759,Masters degree,Never married,Designer/ multimedia,25k to 50k
Xavier Flowers,Xavier,Flowers,Male,774-85-9199,02/28/98,02/28,26,91105,High school/GED,Divorce,Programmer/ systems,Under 25k
Jill Long,Jill,Long,Female,671-02-1959,06/05/74,06/05,50,75555,Masters degree,Never married,Archivist,100k to 200k
Edward Ramirez,Edward,Ramirez,Male,668-14-6021,06/08/62,06/08,62,95761,High school/GED,Married,Field trials officer,100k to 200k
John Hinton,John,Hinton,Male,366-08-8830,05/01/95,05/01,29,61737,Masters degree,Divorce,Dancer,100k to 200k
Tara Lewis,Tara,Lewis,Female,455-10-3856,02/25/73,02/25,51,29937,High school/GED,Married,Horticultural therapist,25k to 50k
Mckenzie Velazquez,Mckenzie,Velazquez,Female,258-63-5941,05/24/02,05/24,22,65173,No degree,Never married,Restaurant manager/ fast food,50k to 100k
Christine Beck,Christine,Beck,Female,704-14-3436,04/26/72,04/26,52,45110,High school/GED,Married,Television/film/video producer,100k to 200k
Christine Wright,Christine,Wright,Female,409-96-4593,09/07/68,09/07,56,28117,Associate degree,Never married,Rural practice surveyor,25k to 50k
John Tate,John,Tate,Male,695-64-5596,01/19/61,01/19,63,91762,High school/GED,Never married,Data processing manager,25k to 50k
Jeremy Johnson,Jeremy,Johnson,Male,883-59-0046,02/26/61,02/26,63,41840,No degree,Never married,Restaurant manager,Over 200k
Emily Meyer,Emily,Meyer,Female,615-67-3773,05/05/70,05/05,54,57653,No degree,Never married,Engineering geologist,25k to 50k
Katrina Booker,Katrina,Booker,Female,584-51-8768,05/16/90,05/16,34,21261,High school/GED,Never married,Clinical scientist/ histocompatibility and immunogenetics,100k to 200k
Dennis Brown,Dennis,Brown,Male,302-80-5925,08/29/92,08/29,32,75363,High school/GED,Married,Futures trader,25k to 50k
James Mosley,James,Mosley,Male,294-68-7283,12/18/89,12/18,34,44654,Some college,Married,Medical illustrator,25k to 50k
Laura Perez,Laura,Perez,Female,738-03-2816,09/12/90,09/12,34,39101,Masters degree,Never married,Psychiatrist,Over 200k
Terry Torres,Terry,Torres,Male,228-86-7631,05/08/74,05/08,50,21116,Associate degree,Divorce,Chief Operating Officer,Under 25k
Susan Rodriguez,Susan,Rodriguez,Female,439-42-1982,12/01/95,12/01,28,73590,Bachelors degree,Widowed,Teaching laboratory technician,25k to 50k
Steven Snyder,Steven,Snyder,Male,837-52-6537,06/10/96,06/10,28,94879,High school/GED,Married,Engineer/ petroleum,50k to 100k
Samuel Moore,Samuel,Moore,Male,066-63-3793,10/23/75,10/23,48,16865,Bachelors degree,Married,IT trainer,25k to 50k
Michael Boone,Michael,Boone,Male,458-02-1561,09/16/91,09/16,32,97134,Bachelors degree,Never married,Lighting technician/ broadcasting/film/video,100k to 200k
Shannon Barnes,Shannon,Barnes,Female,135-01-5369,07/10/82,07/10,42,96815,Masters degree,Widowed,Teacher/ early years/pre,100k to 200k
Catherine Dalton,Catherine,Dalton,Female,212-99-3570,03/13/95,03/13,29,17443,Bachelors degree,Married,Gaffer,25k to 50k
Joseph Chambers,Joseph,Chambers,Male,130-05-8989,09/01/64,09/01,60,53366,Masters degree,Divorce,Engineer/ technical sales,100k to 200k
Caroline Nelson,Caroline,Nelson,Female,688-26-5986,07/21/85,07/21,39,85733,No degree,Widowed,Insurance underwriter,25k to 50k
Kenneth Johnson,Kenneth,Johnson,Male,229-59-1409,04/01/96,04/01,28,89736,High school/GED,Married,Scientist/ clinical (histocompatibility and immunogenetics),50k to 100k
Kaitlyn Miller,Kaitlyn,Miller,Female,263-11-4914,07/11/61,07/11,63,22820,High school/GED,Widowed,Film/video editor,Over 200k
Jamie Wells,Jamie,Wells,Male,469-93-1837,12/26/95,12/26,28,89556,No degree,Never married,Hydrologist,50k to 100k
Kenneth Torres,Kenneth,Torres,Male,224-06-6141,12/27/67,12/27,56,82537,High school/GED,Never married,Politician's assistant,50k to 100k
Molly Edwards,Molly,Edwards,Female,434-45-8030,03/26/81,03/26,43,64391,No degree,Married,Forensic psychologist,50k to 100k
Brandon Turner,Brandon,Turner,Male,330-01-0894,10/04/66,10/04,57,78151,High school/GED,Married,Bookseller,100k to 200k
Jeremy Martin,Jeremy,Martin,Male,602-36-8647,01/09/04,01/09,20,30247,Masters degree,Never married,Further education lecturer,Under 25k
Derek Williams,Derek,Williams,Male,799-26-7160,11/21/71,11/21,52,12967,High school/GED,Never married,Writer,100k to 200k
Daniel Rodgers,Daniel,Rodgers,Male,423-11-6655,04/15/00,04/15,24,45969,Some college,Married,Oncologist,25k to 50k
Kimberly Phillips,Kimberly,Phillips,Female,027-53-5385,11/23/94,11/23,29,18639,Bachelors degree,Married,Health physicist,Over 200k
Donna Elliott,Donna,Elliott,Female,078-43-4503,11/07/90,11/07,33,95578,Masters degree,Never married,Patent examiner,100k to 200k
Frank Atkinson,Frank,Atkinson,Male,533-10-2596,01/24/78,01/24,46,89437,Masters degree,Never married,Archivist,100k to 200k
Maria Potter,Maria,Potter,Female,374-05-5356,12/02/97,12/02,26,93968,Bachelors degree,Married,Farm manager,25k to 50k
Matthew Wilson,Matthew,Wilson,Male,471-53-1048,06/27/88,06/27,36,67116,No degree,Married,Surveyor/ hydrographic,100k to 200k
Jennifer Gross,Jennifer,Gross,Female,703-19-6293,04/27/91,04/27,33,85455,High school/GED,Divorce,Magazine journalist,100k to 200k
Jane Dunlap,Jane,Dunlap,Female,683-26-3513,05/04/92,05/04,32,79980,Masters degree,Divorce,Corporate treasurer,50k to 100k
Charles Scott,Charles,Scott,Male,480-38-3308,03/30/82,03/30,42,81618,Associate degree,Married,Sports therapist,100k to 200k
Gary Olsen,Gary,Olsen,Male,020-96-7645,02/18/99,02/18,25,63361,Doctorate,Married,Health physicist,25k to 50k
Emily Walker,Emily,Walker,Female,695-41-9143,12/03/86,12/03,37,22703,Bachelors degree,Never married,Trade union research officer,Under 25k
Lauren Brooks,Lauren,Brooks,Female,876-75-8196,06/04/75,06/04,49,30430,Some college,Widowed,Textile designer,100k to 200k
Colin Stewart,Colin,Stewart,Male,090-28-6772,08/29/95,08/29,29,43381,Bachelors degree,Never married,Conservation officer/ historic buildings,Under 25k
Sheryl George,Sheryl,George,Female,417-99-1160,11/06/93,11/06,30,06690,Masters degree,Never married,Therapist/ music,50k to 100k
Andrea Dunn,Andrea,Dunn,Female,460-86-9282,11/15/98,11/15,25,39083,High school/GED,Married,Museum/gallery curator,50k to 100k
Kimberly Becker,Kimberly,Becker,Female,589-87-3337,06/25/71,06/25,53,59137,Bachelors degree,Never married,Furniture designer,Under 25k
Jonathan Greene,Jonathan,Greene,Male,363-83-7504,11/08/71,11/08,52,12561,Bachelors degree,Never married,Tourist information centre manager,25k to 50k
Laura Baker,Laura,Baker,Female,411-31-6045,12/07/79,12/07,44,41869,Bachelors degree,Divorce,Music therapist,Under 25k
Cody Baldwin,Cody,Baldwin,Male,865-14-7741,11/27/82,11/27,41,50659,High school/GED,Never married,Intelligence analyst,Under 25k
Kimberly Shepard,Kimberly,Shepard,Female,847-11-1738,06/09/83,06/09,41,62028,Some college,Married,Designer/ fashion/clothing,Under 25k
Laura Wong,Laura,Wong,Female,655-03-5158,09/21/94,09/21,29,10696,High school/GED,Never married,Ecologist,25k to 50k
Heather Camacho,Heather,Camacho,Female,483-62-5126,07/18/03,07/18,21,41666,Some college,Married,Commissioning editor,100k to 200k
Ryan Hart,Ryan,Hart,Male,667-52-1729,03/19/78,03/19,46,39663,Bachelors degree,Married,Interpreter,Over 200k
Megan Webb,Megan,Webb,Female,001-43-5182,01/23/92,01/23,32,98433,Bachelors degree,Married,Engineer/ mining,50k to 100k
John Clements,John,Clements,Male,300-48-8167,08/06/84,08/06,40,35684,Masters degree,Married,Haematologist,Over 200k
Trevor Jackson,Trevor,Jackson,Male,349-38-4063,01/04/05,01/04,19,98027,High school/GED,Never married,Maintenance engineer,50k to 100k
Angela Le,Angela,Le,Female,333-69-2785,01/13/70,01/13,54,30996,Associate degree,Separated,Publishing rights manager,100k to 200k
Ryan Harrison,Ryan,Harrison,Male,072-87-2738,04/16/02,04/16,22,15731,Bachelors degree,Married,Solicitor/ Scotland,Over 200k
Benjamin Clark,Benjamin,Clark,Male,545-83-5266,06/02/98,06/02,26,67435,High school/GED,Married,Chief Marketing Officer,Over 200k
Michele Schroeder,Michele,Schroeder,Female,232-99-6363,08/17/84,08/17,40,03981,High school/GED,Married,Transport planner,25k to 50k
Laura Morales,Laura,Morales,Female,208-70-0660,02/29/04,02/29,20,94953,No degree,Divorce,Learning mentor,100k to 200k
Annette Brown,Annette,Brown,Female,818-13-2235,08/13/82,08/13,42,85356,High school/GED,Married,Aeronautical engineer,Under 25k
Russell Brown,Russell,Brown,Male,283-27-7952,07/27/85,07/27,39,91471,No degree,Married,Geophysicist/field seismologist,100k to 200k
Robert Larson,Robert,Larson,Male,036-98-9419,01/01/98,01/01,26,09420,Associate degree,Married,Sales professional/ IT,100k to 200k
Joshua Perez,Joshua,Perez,Male,581-13-5337,01/10/99,01/10,25,88952,High school/GED,Married,Midwife,25k to 50k
Michael King,Michael,King,Male,811-66-8387,05/22/62,05/22,62,35558,Some college,Never married,Museum/gallery exhibitions officer,25k to 50k
Steven Hendricks,Steven,Hendricks,Male,296-76-2519,06/20/05,06/20,19,36896,Masters degree,Never married,Materials engineer,50k to 100k
Steven Oneal,Steven,Oneal,Male,286-98-6179,07/16/77,07/16,47,54737,Associate degree,Never married,Scientist/ audiological,50k to 100k
Daniel White,Daniel,White,Male,221-23-3373,03/26/81,03/26,43,35857,Masters degree,Never married,Race relations officer,50k to 100k
Jasmine Burgess,Jasmine,Burgess,Female,313-60-3556,08/05/90,08/05,34,44530,Bachelors degree,Married,Garment/textile technologist,100k to 200k
Donna Branch,Donna,Branch,Female,023-97-3148,12/30/04,12/30,19,83868,No degree,Widowed,Surveyor/ land/geomatics,25k to 50k
David Martinez,David,Martinez,Male,026-96-4141,07/31/87,07/31,37,43563,Some college,Married,Hydrographic surveyor,50k to 100k
Nicole Yoder,Nicole,Yoder,Female,730-68-3669,07/01/00,07/01,24,73871,Associate degree,Never married,Biomedical engineer,100k to 200k
Brandon Wyatt,Brandon,Wyatt,Male,882-79-9369,01/20/95,01/20,29,93130,High school/GED,Married,Public house manager,100k to 200k
Dakota Kirby,Dakota,Kirby,Male,264-09-0217,05/07/97,05/07,27,04355,High school/GED,Married,Computer games developer,100k to 200k
Larry Lambert,Larry,Lambert,Male,045-76-7274,03/27/73,03/27,51,41556,High school/GED,Married,Learning disability nurse,100k to 200k
Raymond Bates,Raymond,Bates,Male,468-26-5455,02/08/92,02/08,32,17332,Some college,Divorce,Phytotherapist,25k to 50k
Gary Douglas,Gary,Douglas,Male,650-02-8190,10/01/95,10/01,28,73846,High school/GED,Married,Media planner,25k to 50k
Joe Ray,Joe,Ray,Male,579-93-3856,04/11/01,04/11,23,35388,No degree,Married,Midwife,Under 25k
Steven Fisher,Steven,Fisher,Male,385-81-7603,08/22/64,08/22,60,19848,High school/GED,Married,Freight forwarder,Over 200k
Laura Gonzalez,Laura,Gonzalez,Female,245-06-1632,06/14/82,06/14,42,09391,High school/GED,Married,Surveyor/ rural practice,Over 200k
Luke Griffin,Luke,Griffin,Male,460-87-6060,02/20/71,02/20,53,17964,Associate degree,Divorce,Market researcher,50k to 100k
John Snow,John,Snow,Male,714-21-9671,12/08/70,12/08,53,90444,High school/GED,Married,Energy engineer,Under 25k
Mike Thompson,Mike,Thompson,Male,025-23-3639,09/11/85,09/11,39,86498,Some college,Never married,Museum/gallery curator,100k to 200k
Megan Harper,Megan,Harper,Female,498-85-9953,04/04/87,04/04,37,56704,Some college,Widowed,Engineer/ maintenance,Over 200k
Karen Skinner,Karen,Skinner,Female,630-69-6424,06/07/00,06/07,24,30952,High school/GED,Divorce,Therapist/ music,50k to 100k
Bethany Barber,Bethany,Barber,Female,165-17-1738,08/21/79,08/21,45,52393,High school/GED,Never married,Equality and diversity officer,50k to 100k
Brenda Perry,Brenda,Perry,Female,783-45-3092,06/04/75,06/04,49,94072,Some college,Married,Senior tax professional/tax inspector,50k to 100k
Daniel Dillon,Daniel,Dillon,Male,714-06-8345,05/19/62,05/19,62,86130,Some college,Never married,Information systems manager,25k to 50k
Christopher Smith,Christopher,Smith,Male,625-47-6983,06/22/05,06/22,19,49609,High school/GED,Married,Psychologist/ sport and exercise,100k to 200k
Matthew Bird,Matthew,Bird,Male,150-98-8446,10/13/84,10/13,39,12901,Associate degree,Married,Trading standards officer,100k to 200k
Anita Hardin,Anita,Hardin,Female,454-58-8062,05/09/64,05/09,60,66804,Masters degree,Married,Hydrogeologist,Over 200k
Kristen Lyons,Kristen,Lyons,Female,875-88-9358,12/03/80,12/03,43,82113,Some college,Married,Technical brewer,100k to 200k
William Woodard,William,Woodard,Male,170-40-0567,08/07/70,08/07,54,92793,High school/GED,Never married,Advertising account planner,25k to 50k
Charles Mendoza,Charles,Mendoza,Male,530-24-5552,07/21/91,07/21,33,44749,High school/GED,Never married,Advertising art director,50k to 100k
Christopher Scott,Christopher,Scott,Male,774-69-4208,03/08/64,03/08,60,43506,High school/GED,Married,Pathologist,Under 25k
Michelle Martinez,Michelle,Martinez,Female,494-87-2584,03/06/05,03/06,19,69047,Some college,Widowed,Energy engineer,Over 200k
Michelle Reyes,Michelle,Reyes,Female,664-29-5354,11/02/66,11/02,57,14976,Bachelors degree,Divorce,Speech and language therapist,50k to 100k
Tiffany Pittman,Tiffany,Pittman,Female,853-90-2015,08/03/93,08/03,31,08552,High school/GED,Married,Toxicologist,100k to 200k
Chad Garrett,Chad,Garrett,Male,679-07-0519,06/22/81,06/22,43,07546,Bachelors degree,Married,Corporate investment banker,50k to 100k
Bethany Rhodes,Bethany,Rhodes,Female,391-55-9703,03/09/95,03/09,29,11939,High school/GED,Married,Environmental manager,Over 200k
Andrew Harris,Andrew,Harris,Male,472-93-3501,06/04/82,06/04,42,82259,Bachelors degree,Never married,Farm manager,50k to 100k
Luis White,Luis,White,Male,440-26-0995,03/21/80,03/21,44,21072,High school/GED,Never married,Mudlogger,50k to 100k
Karen Lam,Karen,Lam,Female,786-35-8318,10/30/00,10/30,23,24856,Professional degree,Never married,Armed forces technical officer,50k to 100k
Evan Lewis,Evan,Lewis,Male,747-48-7320,09/27/02,09/27,21,06103,Masters degree,Married,Research officer/ government,25k to 50k
Tina Morales,Tina,Morales,Female,759-39-0582,07/30/87,07/30,37,05183,Some college,Married,Quarry manager,100k to 200k
Holly Brown,Holly,Brown,Female,802-68-0567,09/16/76,09/16,47,77970,Some college,Never married,Operational investment banker,50k to 100k
Jennifer Davis,Jennifer,Davis,Female,584-27-7801,03/04/04,03/04,20,75776,No degree,Never married,Chiropodist,50k to 100k
Robert Hancock,Robert,Hancock,Male,804-47-3592,08/25/87,08/25,37,67940,No degree,Married,Chief Operating Officer,50k to 100k
Jonathan Middleton,Jonathan,Middleton,Male,032-53-3121,09/06/78,09/06,46,58406,Bachelors degree,Married,Buyer/ retail,50k to 100k
Megan Brown,Megan,Brown,Female,187-62-4867,09/21/87,09/21,36,51527,High school/GED,Married,Dramatherapist,50k to 100k
Noah Wilson,Noah,Wilson,Male,768-15-6924,11/14/05,11/14,18,40858,Masters degree,Never married,Television production assistant,Under 25k
Christian Cuevas,Christian,Cuevas,Male,735-80-9149,03/13/01,03/13,23,11579,Some college,Married,Engineer/ automotive,50k to 100k
Alexis Conner,Alexis,Conner,Female,145-62-0134,10/20/00,10/20,23,71585,No degree,Divorce,Office manager,50k to 100k
Dylan Rangel,Dylan,Rangel,Male,792-80-0650,06/05/66,06/05,58,24944,No degree,Married,Professor Emeritus,50k to 100k
Stacie Freeman,Stacie,Freeman,Female,246-37-3154,02/26/66,02/26,58,74808,High school/GED,Divorce,Training and development officer,Over 200k
Amanda Woods,Amanda,Woods,Female,115-31-5630,03/29/78,03/29,46,81181,Some college,Married,Dancer,100k to 200k
Eric Dickson,Eric,Dickson,Male,004-65-9502,10/30/85,10/30,38,39217,Associate degree,Married,Education administrator,50k to 100k
Emily Ball,Emily,Ball,Female,378-84-8783,05/31/06,05/31,18,29833,Associate degree,Married,Industrial buyer,50k to 100k
Samantha Jacobson,Samantha,Jacobson,Female,242-53-3309,05/09/68,05/09,56,21653,Associate degree,Married,Publishing rights manager,50k to 100k
Sarah Thomas,Sarah,Thomas,Female,094-11-3250,10/02/04,10/02,19,66851,High school/GED,Married,Clinical molecular geneticist,Under 25k
Jasmine Mosley,Jasmine,Mosley,Female,586-22-9199,02/04/01,02/04,23,88638,Associate degree,Married,Fish farm manager,25k to 50k
Pamela Kelley,Pamela,Kelley,Female,809-51-5079,06/19/68,06/19,56,18609,High school/GED,Never married,Lawyer,100k to 200k
Logan Rodriguez,Logan,Rodriguez,Male,008-27-4004,10/09/01,10/09,22,95930,High school/GED,Widowed,Lighting technician/ broadcasting/film/video,50k to 100k
Sarah Black,Sarah,Black,Female,349-97-4194,11/07/64,11/07,59,64131,Some college,Never married,Mental health nurse,50k to 100k
Denise Pierce,Denise,Pierce,Female,593-37-9170,09/09/73,09/09,51,47277,High school/GED,Married,Biochemist/ clinical,100k to 200k
Eric Hester,Eric,Hester,Male,782-17-4445,04/24/64,04/24,60,23998,High school/GED,Married,Diagnostic radiographer,25k to 50k
Dennis Saunders,Dennis,Saunders,Male,629-67-1181,04/22/83,04/22,41,21103,High school/GED,Married,Agricultural engineer,Under 25k
Sarah Cox,Sarah,Cox,Female,394-15-4999,04/27/77,04/27,47,68851,No degree,Divorce,Engineer/ maintenance (IT),25k to 50k
Nathan Clark,Nathan,Clark,Male,842-93-7396,02/03/97,02/03,27,45570,High school/GED,Never married,Special educational needs teacher,Over 200k
Jorge Jones,Jorge,Jones,Male,240-22-3299,03/04/84,03/04,40,31660,Associate degree,Widowed,Horticultural consultant,25k to 50k
Richard King,Richard,King,Male,693-26-0140,04/08/89,04/08,35,62257,High school/GED,Never married,Information officer,Under 25k
Elizabeth Meyer,Elizabeth,Meyer,Female,627-67-2821,07/07/96,07/07,28,10140,Some college,Married,Engineer/ structural,Over 200k
James Hoffman,James,Hoffman,Male,897-68-9733,09/24/03,09/24,20,25984,High school/GED,Married,Probation officer,Over 200k
Juan Thomas,Juan,Thomas,Male,710-06-1181,04/09/03,04/09,21,55907,Some college,Never married,Sports coach,50k to 100k
Jennifer Lewis,Jennifer,Lewis,Female,073-73-2781,05/14/75,05/14,49,25326,No degree,Never married,Engineer/ maintenance (IT),25k to 50k
Michael Jones,Michael,Jones,Male,095-15-0669,03/08/93,03/08,31,68701,Bachelors degree,Married,Equities trader,Under 25k
Curtis Bowen,Curtis,Bowen,Male,580-68-1674,02/16/02,02/16,22,91140,High school/GED,Never married,Hydrologist,100k to 200k
Kathryn Lopez,Kathryn,Lopez,Female,803-12-5340,03/04/00,03/04,24,94152,High school/GED,Widowed,Television/film/video producer,Over 200k
Carl Smith,Carl,Smith,Male,033-97-0330,10/24/91,10/24,32,68418,Bachelors degree,Married,Surveyor/ planning and development,50k to 100k
